1364,1636,376,499,0.74,1.0
1364,1636,558,416,0.74,1.0
1364,1636,538,238,0.8,1.0
1364,1636,793,614,0.61,1.0
1364,1636,689,418,0.64,1.0
1364,1636,454,651,0.74,1.0
1364,1636,542,535,0.73,1.0
1364,1636,406,463,0.77,1.0
1364,1636,444,507,0.77,1.0
1364,1636,510,531,0.69,1.0
1364,1636,474,547,0.75,1.0
1364,1636,607,537,0.72,1.0
1364,1636,371,667,0.72,1.0
1364,1636,888,653,0.63,1.0
1364,1636,370,696,0.72,1.0
1364,1636,438,511,0.73,1.0
1364,1636,685,729,0.65,1.0
1364,1636,391,354,0.77,1.0
1364,1636,611,408,0.72,1.0
1364,1636,547,638,0.7,1.0
1364,1636,473,632,0.68,1.0
1364,1636,509,495,0.69,1.0
1364,1636,556,546,0.71,1.0
1364,1636,257,890,0.65,1.0
1364,1636,199,424,0.87,0.99
1364,1636,671,624,0.7,1.0
1364,1636,295,706,0.8,1.0
1364,1636,665,366,0.76,1.0
1364,1636,486,549,0.71,1.0
1364,1636,378,522,0.76,1.0
1364,1636,759,576,0.62,1.0
1364,1636,550,831,0.63,1.0
1364,1636,468,540,0.78,1.0
1364,1636,471,349,0.78,1.0
1364,1636,500,781,0.63,1.0
1364,1636,612,653,0.63,1.0
1364,1636,776,762,0.55,1.0
1364,1636,714,357,0.7,1.0
1364,1636,488,602,0.72,1.0
1364,1636,548,820,0.64,1.0
1364,1636,529,431,0.78,1.0
1364,1636,434,483,0.75,1.0
1364,1636,445,600,0.77,1.0
1364,1636,624,499,0.72,1.0
1364,1636,304,702,0.71,1.0
1364,1636,362,416,0.85,1.0
1364,1636,631,858,0.61,1.0
1364,1636,493,641,0.74,1.0
1364,1636,737,636,0.72,1.0
1364,1636,411,699,0.76,1.0
1364,1636,620,543,0.68,1.0
1364,1636,763,435,0.65,1.0
1364,1636,450,1004,0.66,1.0
1364,1636,184,433,0.86,1.0
1364,1636,536,601,0.77,1.0
1364,1636,534,428,0.73,1.0
1364,1636,617,742,0.62,1.0
1364,1636,641,221,0.72,1.0
1364,1636,679,614,0.71,1.0
1364,1636,442,739,0.74,1.0
1364,1636,647,1008,0.58,1.0
1364,1636,546,703,0.59,1.0
1364,1636,364,1207,0.52,1.0
1364,1636,574,460,0.72,1.0
1364,1636,646,797,0.65,1.0
1364,1636,545,548,0.75,1.0
1364,1636,448,527,0.75,1.0
1364,1636,524,581,0.7,1.0
1364,1636,446,517,0.75,1.0
1364,1636,630,532,0.77,1.0
1364,1636,349,358,0.77,1.0
1364,1636,304,844,0.67,1.0
1364,1636,435,413,0.76,1.0
1364,1636,495,692,0.68,1.0
1364,1636,617,655,0.67,1.0
1364,1636,493,554,0.7,1.0
1364,1636,409,1179,0.62,1.0
1364,1636,551,417,0.76,1.0
1364,1636,401,514,0.75,1.0
1364,1636,720,398,0.7,1.0
1364,1636,597,833,0.6,1.0
1364,1636,624,408,0.75,1.0
1364,1636,416,560,0.76,1.0
1364,1636,592,783,0.65,1.0
1364,1636,390,558,0.81,1.0
1364,1636,560,524,0.75,1.0
1364,1636,533,458,0.68,1.0
1364,1636,526,744,0.67,1.0
1364,1636,423,296,0.81,1.0
1364,1636,382,702,0.8,1.0
1364,1636,646,885,0.59,0.98
1364,1636,252,470,0.82,1.0
1364,1636,472,693,0.72,1.0
1364,1636,668,614,0.66,1.0
1364,1636,524,588,0.75,1.0
1364,1636,366,569,0.76,1.0
1364,1636,428,546,0.77,1.0
1364,1636,483,282,0.8,1.0
1364,1636,950,540,0.5,1.0
1364,1636,632,378,0.7,1.0
1364,1636,725,539,0.67,1.0
1364,1636,344,687,0.73,1.0
1364,1636,542,702,0.68,0.99
1364,1636,381,497,0.81,1.0
1364,1636,656,612,0.69,0.99
1364,1636,463,398,0.8,1.0
1364,1636,439,548,0.73,1.0
