1364,1636,770,444,0.69,1.0
1364,1636,458,889,0.71,1.0
1364,1636,416,835,0.66,1.0
1364,1636,287,1011,0.72,0.98
1364,1636,453,566,0.78,1.0
1364,1636,455,989,0.65,1.0
1364,1636,436,707,0.61,1.0
1364,1636,482,332,0.8,1.0
1364,1636,397,642,0.71,1.0
1364,1636,555,309,0.75,1.0
1364,1636,347,542,0.79,1.0
1364,1636,492,599,0.74,1.0
1364,1636,491,841,0.63,1.0
1364,1636,936,390,0.61,1.0
1364,1636,697,388,0.71,1.0
1364,1636,347,750,0.77,1.0
1364,1636,418,736,0.7,1.0
1364,1636,429,667,0.71,1.0
1364,1636,706,563,0.64,0.95
1364,1636,191,695,0.81,1.0
1364,1636,343,520,0.74,1.0
1364,1636,673,665,0.53,1.0
1364,1636,520,378,0.74,1.0
1364,1636,651,741,0.68,1.0
1364,1636,502,587,0.72,1.0
1364,1636,573,267,0.73,1.0
1364,1636,521,490,0.65,1.0
1364,1636,429,833,0.65,1.0
1364,1636,445,448,0.81,1.0
1364,1636,610,759,0.62,1.0
1364,1636,517,392,0.78,1.0
1364,1636,291,612,0.67,1.0
1364,1636,477,528,0.71,1.0
1364,1636,269,534,0.79,1.0
1364,1636,640,570,0.74,1.0
1364,1636,838,641,0.58,1.0
1364,1636,355,426,0.8,1.0
1364,1636,523,591,0.7,1.0
1364,1636,452,947,0.58,1.0
1364,1636,517,507,0.75,1.0
1364,1636,503,452,0.74,1.0
1364,1636,548,753,0.63,1.0
1364,1636,631,537,0.7,1.0
1364,1636,256,546,0.9,1.0
1364,1636,459,403,0.83,1.0
1364,1636,626,578,0.74,1.0
1364,1636,341,579,0.81,1.0
1364,1636,473,660,0.7,1.0
1364,1636,222,499,0.84,1.0
1364,1636,696,565,0.67,1.0
1364,1636,369,465,0.75,1.0
1364,1636,668,1005,0.49,1.0
1364,1636,407,439,0.78,1.0
1364,1636,503,539,0.76,1.0
1364,1636,487,620,0.71,1.0
1364,1636,404,815,0.69,1.0
1364,1636,350,693,0.77,1.0
1364,1636,502,629,0.76,1.0
1364,1636,359,524,0.78,1.0
1364,1636,544,483,0.73,1.0
1364,1636,579,363,0.75,1.0
1364,1636,707,914,0.6,1.0
1364,1636,218,936,0.72,1.0
1364,1636,666,637,0.72,1.0
1364,1636,330,530,0.72,1.0
1364,1636,419,718,0.71,1.0
1364,1636,343,715,0.73,1.0
1364,1636,447,699,0.73,0.97
1364,1636,451,335,0.81,1.0
1364,1636,577,352,0.72,1.0
1364,1636,816,654,0.57,1.0
1364,1636,519,842,0.66,1.0
1364,1636,285,702,0.74,1.0
1364,1636,456,553,0.73,1.0
1364,1636,641,470,0.72,1.0
1364,1636,369,384,0.85,1.0
1364,1636,583,420,0.79,1.0
1364,1636,591,352,0.69,1.0
1364,1636,617,775,0.63,1.0
1364,1636,497,685,0.62,1.0
1364,1636,368,667,0.79,1.0
1364,1636,557,288,0.8,1.0
1364,1636,427,762,0.73,1.0
1364,1636,583,497,0.81,1.0
1364,1636,686,1021,0.54,1.0
1364,1636,362,556,0.8,1.0
1364,1636,585,698,0.64,1.0
1364,1636,707,149,0.77,1.0
1364,1636,504,582,0.77,1.0
1364,1636,489,579,0.74,1.0
1364,1636,518,807,0.66,1.0
1364,1636,312,606,0.82,1.0
1364,1636,621,752,0.67,1.0
1364,1636,562,751,0.53,1.0
1364,1636,329,547,0.87,1.0
1364,1636,391,385,0.76,1.0
1364,1636,344,517,0.78,1.0
1364,1636,602,479,0.7,1.0
1364,1636,397,323,0.81,1.0
1364,1636,360,526,0.74,1.0
1364,1636,636,681,0.57,1.0
