1364,1636,268,1087,0.66,1.0
1364,1636,496,759,0.68,1.0
1364,1636,507,335,0.79,1.0
1364,1636,507,993,0.62,0.94
1364,1636,411,450,0.78,1.0
1364,1636,509,600,0.68,0.99
1364,1636,354,899,0.69,0.98
1364,1636,425,333,0.8,1.0
1364,1636,506,1030,0.6,1.0
1364,1636,390,748,0.79,0.99
1364,1636,402,695,0.74,1.0
1364,1636,331,895,0.65,0.99
1364,1636,514,999,0.55,0.99
1364,1636,486,538,0.76,0.99
1364,1636,296,544,0.86,1.0
1364,1636,633,966,0.5,0.96
1364,1636,503,466,0.76,1.0
1364,1636,265,413,0.84,0.99
1364,1636,491,829,0.65,1.0
1364,1636,335,748,0.7,0.99
1364,1636,403,628,0.76,0.9
1364,1636,273,918,0.65,0.99
1364,1636,465,732,0.7,1.0
1364,1636,342,564,0.8,0.97
1364,1636,531,1009,0.6,0.98
1364,1636,383,637,0.71,1.0
1364,1636,338,512,0.74,0.97
1364,1636,386,554,0.74,1.0
1364,1636,540,800,0.63,0.97
1364,1636,350,907,0.68,0.99
1364,1636,377,819,0.61,0.97
1364,1636,605,940,0.62,1.0
1364,1636,292,747,0.78,0.93
1364,1636,388,818,0.7,1.0
1364,1636,628,871,0.62,1.0
1364,1636,481,569,0.69,1.0
1364,1636,390,757,0.65,0.96
1364,1636,265,1093,0.64,0.98
1364,1636,261,828,0.7,0.99
1364,1636,533,936,0.69,1.0
1364,1636,376,682,0.75,1.0
1364,1636,579,952,0.59,0.99
1364,1636,408,1104,0.56,0.98
1364,1636,550,849,0.59,0.99
1364,1636,356,911,0.72,0.97
1364,1636,437,847,0.64,1.0
1364,1636,488,454,0.77,1.0
1364,1636,323,543,0.72,1.0
1364,1636,310,1109,0.61,0.96
1364,1636,344,942,0.66,0.99
1364,1636,392,630,0.76,0.98
1364,1636,598,399,0.73,1.0
1364,1636,328,871,0.69,1.0
1364,1636,157,588,0.82,1.0
1364,1636,350,597,0.81,1.0
1364,1636,532,1233,0.59,0.99
1364,1636,434,721,0.77,1.0
1364,1636,223,881,0.68,0.99
1364,1636,326,451,0.78,0.94
1364,1636,599,819,0.6,0.98
1364,1636,410,677,0.73,0.99
1364,1636,291,975,0.71,0.99
1364,1636,431,890,0.66,0.69
1364,1636,420,734,0.73,0.98
1364,1636,492,628,0.7,0.98
1364,1636,491,1001,0.72,1.0
1364,1636,491,524,0.75,1.0
1364,1636,602,1019,0.63,1.0
1364,1636,521,609,0.63,0.99
1364,1636,363,758,0.7,0.97
1364,1636,552,603,0.75,0.99
1364,1636,283,312,0.85,1.0
1364,1636,476,843,0.59,0.98
1364,1636,431,816,0.61,0.94
1364,1636,535,680,0.7,0.97
1364,1636,457,600,0.73,0.89
1364,1636,302,551,0.79,0.97
1364,1636,390,646,0.69,0.95
1364,1636,299,483,0.8,0.91
1364,1636,331,530,0.76,0.99
1364,1636,437,882,0.58,1.0
1364,1636,471,897,0.7,0.97
1364,1636,392,765,0.72,0.94
1364,1636,396,737,0.71,1.0
1364,1636,313,689,0.72,1.0
1364,1636,364,760,0.74,0.99
1364,1636,234,1108,0.65,1.0
1364,1636,507,664,0.65,1.0
1364,1636,446,760,0.71,0.99
1364,1636,276,781,0.74,1.0
1364,1636,445,685,0.73,1.0
1364,1636,497,708,0.69,0.97
1364,1636,547,828,0.61,0.97
1364,1636,410,579,0.7,0.99
1364,1636,529,941,0.62,1.0
1364,1636,471,885,0.57,0.97
1364,1636,503,774,0.63,1.0
1364,1636,303,786,0.74,0.97
1364,1636,523,922,0.65,0.99
1364,1636,515,972,0.62,0.86
1364,1636,546,927,0.56,0.99
1364,1636,628,738,0.68,0.92
1364,1636,397,811,0.68,0.99
1364,1636,429,953,0.65,1.0
1364,1636,349,857,0.68,0.92
1364,1636,382,953,0.59,0.99
1364,1636,625,929,0.56,1.0
1364,1636,443,849,0.61,1.0
1364,1636,435,1027,0.62,0.94
1364,1636,420,885,0.67,1.0
1364,1636,453,751,0.71,1.0
1364,1636,387,521,0.78,1.0
1364,1636,394,708,0.71,1.0
1364,1636,420,732,0.68,1.0
1364,1636,322,422,0.77,0.97
1364,1636,368,534,0.74,1.0
1364,1636,368,590,0.71,0.99
1364,1636,391,643,0.77,1.0
1364,1636,275,548,0.86,1.0
1364,1636,357,789,0.7,0.99
