227,273,116,131,0.58,0.12
227,273,100,181,0.51,0.29
227,273,136,149,0.54,0.38
227,273,82,197,0.51,0.38
227,273,85,157,0.59,0.38
227,273,83,151,0.66,0.07
227,273,91,98,0.73,0.09
227,273,79,111,0.69,0.23
227,273,134,128,0.6,0.23
227,273,79,168,0.52,0.43
227,273,104,150,0.6,0.34
227,273,108,113,0.58,0.21
227,273,80,144,0.57,0.16
227,273,130,185,0.44,0.39
227,273,111,123,0.6,0.57
227,273,149,163,0.35,0.57
227,273,126,161,0.45,0.62
227,273,88,90,0.78,0.11
227,273,102,161,0.51,0.49
227,273,86,75,0.76,0.18
227,273,81,157,0.56,0.36
227,273,110,140,0.51,0.2
227,273,107,145,0.64,0.25
227,273,86,91,0.79,0.08
227,273,104,134,0.59,0.34
227,273,91,138,0.63,0.02
227,273,77,100,0.62,0.13
227,273,101,154,0.59,0.34
227,273,75,186,0.51,0.25
227,273,100,166,0.58,0.31
227,273,65,103,0.69,0.07
227,273,104,137,0.67,0.15
227,273,68,146,0.63,0.44
227,273,80,99,0.73,0.11
227,273,102,147,0.54,0.2
227,273,119,191,0.47,0.35
227,273,97,141,0.57,0.5
227,273,79,145,0.62,0.02
227,273,62,130,0.71,0.03
227,273,97,153,0.63,0.55
227,273,78,125,0.8,0.07
227,273,87,120,0.69,0.18
227,273,85,174,0.6,0.36
227,273,97,158,0.53,0.55
227,273,79,147,0.63,0.05
227,273,131,141,0.6,0.29
227,273,83,139,0.58,0.11
227,273,94,109,0.61,0.34
227,273,129,181,0.4,0.63
227,273,60,109,0.72,0.24
227,273,113,98,0.66,0.16
227,273,94,141,0.57,0.19
227,273,115,168,0.45,0.53
227,273,120,181,0.49,0.21
227,273,107,162,0.59,0.13
227,273,92,185,0.63,0.22
227,273,97,140,0.57,0.23
227,273,107,171,0.43,0.43
227,273,104,158,0.58,0.38
227,273,125,173,0.5,0.37
227,273,98,148,0.6,0.14
227,273,69,123,0.76,0.06
227,273,114,170,0.46,0.74
227,273,141,127,0.56,0.3
227,273,93,125,0.7,0.21
227,273,83,119,0.63,0.42
227,273,115,199,0.47,0.27
227,273,119,90,0.68,0.09
227,273,119,149,0.51,0.19
227,273,121,176,0.42,0.56
227,273,147,153,0.52,0.39
227,273,94,140,0.6,0.61
227,273,59,103,0.75,0.66
227,273,96,150,0.53,0.12
227,273,96,116,0.56,0.3
227,273,125,166,0.52,0.21
227,273,87,191,0.53,0.52
227,273,92,117,0.73,0.26
227,273,121,157,0.53,0.54
227,273,65,152,0.68,0.13
227,273,107,108,0.64,0.27
227,273,75,115,0.8,0.15
227,273,97,148,0.56,0.32
227,273,111,150,0.46,0.37
227,273,105,203,0.47,0.18
227,273,108,160,0.53,0.15
227,273,150,184,0.47,0.52
227,273,84,133,0.63,0.06
227,273,106,151,0.44,0.77
227,273,149,129,0.43,0.66
227,273,117,192,0.39,0.41
227,273,108,141,0.65,0.06
227,273,103,132,0.56,0.59
227,273,89,131,0.6,0.35
227,273,82,133,0.6,0.57
227,273,81,153,0.62,0.47
227,273,99,185,0.62,0.17
227,273,93,180,0.5,0.69
227,273,138,145,0.55,0.34
227,273,101,154,0.56,0.26
227,273,113,171,0.58,0.33
